seq1	19q2.3	(24.3,55.8)
seq92105	22p5.7	(14.9,53.7)
seq92106	7p12.5	(97.1,59.6)
seq92107	3p5.13	(8.6,85.1)
seq92108	2p4.11	(87.8,92.8)
seq92109	20q14.12	(51.1,51.8)
seq92110	21q11.5	(46.5,29.0)
seq92111	10p13.11	(12.8,90.8)
seq92112	16q10.2	(91.3,96.8)
seq92113	16q9.3	(43.2,59.4)
seq92114	20q12.3	(96.3,96.3)
seq92115	5q7.14	(95.6,78.7)
seq92116	9q12.6	(44.0,14.3)
seq92117	4q6.7	(95.0,19.9)
seq92118	11p14.10	(74.0,37.1)
seq92119	3p9.11	(38.3,12.8)
seq92120	18p14.1	(21.6,29.9)
seq92121	13p7.5	(28.4,45.8)
seq92122	16q4.10	(55.9,92.0)
seq92123	2p1.4	(47.7,91.8)
seq92124	20q14.14	(44.6,64.2)
seq92125	5q13.1	(8.9,68.3)
seq92126	7p10.8	(93.9,41.1)
seq92127	2p3.10	(7.1,76.1)
seq92128	7q9.2	(80.5,89.0)
seq92129	2p9.8	(16.3,7.9)
seq92130	5q6.2	(72.9,48.1)
seq92131	3q14.6	(67.8,96.4)
seq92132	20p8.1	(2.7,73.5)
seq92133	21p6.2	(94.9,76.5)
seq92134	21p4.2	(96.6,45.8)
seq92135	18p14.7	(0.0,53.9)
seq92136	20q1.1	(49.0,34.0)
seq92137	7q4.7	(32.5,73.4)
seq92138	18p14.7	(81.4,80.8)
seq92139	22p10.2	(36.9,0.1)
seq92140	4p6.10	(35.9,40.0)
seq92141	4p7.10	(48.7,86.3)
seq92142	14q12.11	(20.1,36.4)
seq92143	5p5.5	(27.3,71.2)
seq92144	10p2.2	(6.3,92.6)
seq92145	20q7.7	(7.8,26.1)
seq92146	19p10.9	(21.5,9.0)
seq92147	6q7.11	(94.0,52.4)
seq92148	22p11.10	(45.4,16.5)
seq92149	13q10.15	(38.1,86.5)
seq92150	7p5.2	(74.3,47.6)
seq92151	13p5.7	(37.4,14.5)
seq92152	7p8.2	(87.3,45.4)
seq92153	18q5.15	(85.0,52.0)
seq92154	16q11.3	(77.9,98.9)
seq92155	2q4.10	(93.8,93.6)
seq92156	5p6.14	(85.3,32.7)
seq92157	19q5.10	(59.1,4.5)
seq92158	10p12.14	(2.7,18.7)
seq92159	20p4.14	(0.4,2.1)
seq92160	6p1.1	(87.0,88.5)
seq92161	17p14.9	(31.1,78.3)
seq92162	14p12.1	(66.0,63.5)
seq92163	6p2.11	(71.4,45.6)
seq92164	3p14.12	(6.2,31.3)
seq92165	1q12.12	(73.2,87.7)
seq92166	12p13.7	(13.6,50.7)
seq92167	17p2.9	(27.4,34.5)
seq92168	14p13.6	(52.1,73.6)
seq92169	21q15.9	(2.1,66.8)
seq92170	12p1.15	(14.6,46.4)
seq92171	15q3.7	(39.1,71.3)
seq92172	10q14.12	(56.5,6.6)
seq92173	17q15.1	(50.9,19.7)
seq92174	16q10.10	(39.4,24.0)
seq92175	2q14.10	(70.3,31.1)
seq92176	12q3.7	(13.1,45.0)
seq92177	13p1.4	(1.6,73.5)
seq92178	6q6.8	(63.4,8.1)
seq92179	10p8.11	(31.8,90.6)
seq92180	22p12.5	(97.4,62.7)
seq92181	18q3.3	(71.0,56.2)
seq92182	16q2.7	(95.5,54.5)
seq92183	5q15.13	(46.3,47.3)
seq92184	20q8.10	(88.4,60.1)
seq92185	14q5.12	(9.9,3.9)
seq92186	17q1.12	(60.8,69.6)
seq92187	21p9.14	(87.6,86.7)
seq92188	3p10.6	(7.0,89.3)
seq92189	3q3.7	(37.5,50.9)
seq92190	14q10.10	(51.6,4.2)
seq92191	17q2.8	(98.3,98.2)
seq92192	13q1.6	(15.1,30.4)
seq92193	7q11.5	(60.1,31.7)
seq92194	21p12.7	(95.8,81.7)
seq92195	22q8.5	(20.1,56.8)
seq92196	2p12.13	(19.8,68.7)
seq92197	17q7.2	(12.6,90.7)
seq92198	17p2.9	(2.1,82.8)
seq92199	10q13.1	(57.1,34.1)
seq92200	20q15.5	(47.3,30.6)
seq92201	6q10.13	(94.6,17.8)
seq92202	8q14.12	(39.0,2.1)
seq92203	11q3.10	(44.6,20.7)
seq92204	4q15.4	(4.4,94.9)
seq92205	12q1.12	(79.9,88.5)
seq92206	12q13.13	(91.3,28.4)
seq92207	6q13.11	(14.2,42.2)
seq92208	21p1.3	(63.6,16.2)
seq92209	7q1.6	(13.6,37.6)
seq92210	11q13.6	(62.8,59.2)
seq92211	21p2.7	(67.3,71.6)
seq92212	7p5.13	(6.4,24.9)
seq92213	18p5.14	(19.6,15.2)
seq92214	5q8.10	(76.7,23.4)
seq92215	7p6.15	(22.3,78.1)
seq92216	6p4.8	(88.2,28.3)
seq92217	8q5.8	(46.6,28.5)
seq92218	21p2.14	(50.8,44.6)
seq92219	21p8.6	(21.3,20.1)
seq92220	4p1.11	(24.4,66.2)
seq92221	7p9.12	(85.8,23.3)
seq92222	12p7.13	(22.6,76.0)
seq92223	12p11.13	(46.8,91.6)
seq92224	13q9.1	(51.2,1.5)
seq92225	17q9.4	(98.7,75.9)
seq92226	14p1.11	(1.7,42.9)
seq92227	5q13.15	(47.8,6.5)
seq92228	6p5.6	(31.5,19.6)
seq92229	8p2.15	(64.7,66.5)
seq92230	17q5.13	(24.4,30.0)
seq92231	3p15.11	(97.7,65.3)
seq92232	2q9.11	(7.7,87.3)
seq92233	17p6.12	(79.4,23.5)
seq92234	16q9.13	(4.5,67.3)
seq92235	12p1.9	(85.0,43.9)
seq92236	16q12.6	(79.8,8.3)
seq92237	13p8.5	(24.1,37.8)
seq92238	22p2.11	(70.5,90.3)
seq92239	12q14.3	(62.5,97.1)
seq92240	8p1.6	(56.1,53.7)
seq92241	8p7.13	(44.1,52.3)
seq92242	1p1.12	(82.5,43.9)
seq92243	19p14.9	(8.6,90.2)
seq92244	19q2.11	(52.8,47.7)
seq92245	9q12.1	(99.0,0.0)
seq92246	1q10.1	(87.5,86.5)
seq92247	18p13.5	(97.2,71.9)
seq92248	14p14.4	(24.6,31.8)
seq92249	19q10.10	(3.9,62.9)
seq92250	1q4.2	(68.4,69.3)
seq92251	10q1.13	(16.2,67.2)
seq92252	16p12.10	(73.2,45.6)
seq92253	9q12.4	(86.6,36.3)
seq92254	12p1.13	(36.4,63.4)
seq92255	20q1.12	(61.8,45.0)
seq92256	20q14.4	(84.9,48.7)
seq92257	2p9.12	(73.0,43.1)
seq92258	15p14.8	(12.7,13.0)
seq92259	4q2.6	(56.7,24.0)
seq92260	7p12.14	(32.7,37.0)
seq92261	19q4.15	(11.7,63.0)
seq92262	13q12.3	(47.5,78.8)
seq92263	19q2.10	(94.1,4.7)
seq92264	5p12.14	(1.3,62.6)
seq92265	11q5.2	(86.9,83.5)
seq92266	9q8.12	(46.7,77.2)
seq92267	13q1.13	(1.1,71.7)
seq92268	16q8.8	(20.2,86.1)
seq92269	18p6.12	(1.9,44.4)
seq92270	12q4.8	(12.7,38.8)
seq92271	3q7.1	(32.7,11.0)
seq92272	8q6.10	(10.8,74.7)
seq92273	8q9.7	(60.3,19.0)
seq92274	8p6.14	(30.0,82.4)
seq92275	21q5.8	(78.7,36.5)
seq92276	18p9.6	(61.9,39.0)
seq92277	21p7.8	(59.3,3.6)
seq92278	5p2.3	(48.2,54.8)
seq92279	5q5.14	(23.4,11.1)
seq92280	12p9.13	(58.5,91.9)
seq92281	3p2.9	(23.8,95.4)
seq92282	17q10.11	(83.5,55.4)
seq92283	7p10.2	(71.9,75.3)
seq92284	4p12.2	(26.9,55.0)
seq92285	5p14.7	(34.7,52.9)
seq92286	20q12.8	(35.1,65.2)
seq92287	2p6.15	(88.3,28.6)
seq92288	7q7.4	(80.5,61.9)
seq92289	4p9.8	(99.1,51.0)
seq92290	13p14.1	(95.3,1.2)
seq92291	12q11.3	(37.1,64.4)
seq92292	17q9.10	(39.9,47.7)
seq92293	7p14.11	(11.0,85.9)
seq92294	16p6.4	(47.7,84.5)
seq92295	15q7.15	(62.3,70.0)
seq92296	12p12.2	(75.9,51.4)
seq92297	2p9.15	(94.2,78.3)
seq92298	19p2.1	(89.0,21.5)
seq92299	12q6.5	(82.7,2.9)
seq92300	1p7.13	(39.9,8.4)
seq92301	20p7.8	(76.1,74.6)
seq92302	4p8.14	(52.9,60.5)
seq92303	1q13.4	(66.0,70.9)
seq92304	15q5.2	(10.5,25.5)
seq92305	7q11.6	(98.7,7.8)
seq92306	17q12.13	(71.4,91.7)
seq92307	19p2.1	(76.5,31.4)
seq92308	13p2.9	(55.5,61.5)
seq92309	3p15.12	(64.0,8.2)
seq92310	6q2.5	(48.1,72.5)
seq92311	14q1.14	(71.1,16.9)
seq92312	20p5.8	(30.5,70.9)
seq92313	22p4.13	(62.8,10.8)
seq92314	17q2.10	(64.4,29.4)
seq92315	10p9.7	(87.5,67.7)
seq92316	22q7.9	(85.6,14.3)
seq92317	12p11.2	(86.5,90.3)
seq92318	20q7.11	(76.1,97.5)
seq92319	15p2.4	(90.1,71.7)
seq92320	5p12.15	(66.3,79.2)
seq92321	18q7.14	(37.0,31.2)
seq92322	20p2.8	(46.7,29.1)
seq92323	9p3.8	(91.7,17.6)
seq92324	13p6.15	(41.3,52.4)
seq92325	20q2.11	(18.0,58.2)
seq92326	1q4.3	(38.0,2.6)
seq92327	8q3.4	(50.4,88.4)
seq92328	19p9.14	(87.4,6.9)
seq92329	9q5.14	(93.6,38.1)
seq92330	18q4.12	(30.1,73.7)
seq92331	17q7.15	(90.5,53.7)
seq92332	22q5.11	(37.6,57.6)
seq92333	13q7.3	(65.0,59.2)
seq92334	14p13.11	(60.4,84.1)
seq92335	1q1.4	(11.3,31.6)
seq92336	17p3.15	(68.6,39.6)
seq92337	4p10.15	(67.2,56.8)
seq92338	2q14.2	(33.2,86.3)
seq92339	3p13.1	(1.9,74.1)
seq92340	21q1.3	(73.4,73.6)
seq92341	7p9.6	(65.6,25.7)
seq92342	19p11.10	(44.9,28.7)
seq92343	14p2.6	(49.8,34.1)
seq92344	5p3.5	(23.9,51.4)
seq92345	13q3.5	(32.0,82.6)
seq92346	12p10.2	(85.4,53.5)
seq92347	11q10.13	(99.5,8.0)
seq92348	17q5.14	(60.6,26.1)
seq92349	14p2.1	(0.0,19.7)
seq92350	6q6.6	(73.0,65.9)
seq92351	17q4.4	(25.4,16.5)
seq92352	16q15.13	(13.5,15.4)
seq92353	4q5.9	(5.5,11.6)
seq92354	22q11.7	(94.7,99.0)
seq92355	10q7.14	(85.6,52.3)
seq92356	6p8.11	(69.8,96.2)
seq92357	18p13.7	(76.0,32.0)
seq92358	2q6.11	(75.4,74.4)
seq92359	14p7.3	(85.0,4.1)
seq92360	19q10.1	(95.9,38.8)
seq92361	14q11.8	(93.1,87.0)
seq92362	18q11.1	(40.2,60.6)
seq92363	10q12.6	(66.2,15.2)
seq92364	18q15.4	(70.9,19.6)
seq92365	9q6.7	(23.4,91.9)
seq92366	18q13.8	(18.5,99.6)
seq92367	13p13.11	(57.4,88.5)
seq92368	15p3.9	(4.2,13.7)
seq92369	6q15.15	(93.4,78.0)
seq92370	16q2.14	(37.9,86.2)
seq92371	10p4.2	(89.4,87.3)
seq92372	3p10.2	(46.7,42.6)
seq92373	6q4.3	(15.7,81.4)
seq92374	10p4.4	(7.4,67.5)
seq92375	20q7.3	(78.3,96.3)
seq92376	10q15.12	(50.0,5.4)
seq92377	13q11.5	(18.4,35.5)
seq92378	13q14.9	(36.9,19.9)
seq92379	20q14.15	(63.5,69.1)
seq92380	10q15.12	(19.7,26.2)
seq92381	3p11.9	(17.6,12.1)
seq92382	10q5.10	(29.5,31.4)
seq92383	19p3.8	(36.4,48.8)
seq92384	8p11.2	(17.4,97.3)
seq92385	11q3.7	(98.3,51.8)
seq92386	1p11.11	(31.2,26.8)
seq92387	3p12.7	(45.8,75.5)
seq92388	8p9.10	(26.6,28.1)
seq92389	8q6.3	(75.6,94.1)
seq92390	12q9.6	(62.1,30.8)
seq92391	18p11.1	(63.3,97.2)
seq92392	13q3.3	(80.4,70.6)
seq92393	10p5.11	(97.1,46.6)
seq92394	5q2.4	(71.9,59.4)
seq92395	21p6.10	(67.3,40.1)
seq92396	20q4.14	(12.5,84.2)
seq92397	3p4.2	(79.2,7.0)
seq92398	8p8.13	(0.4,51.8)
seq92399	22p4.1	(58.2,41.4)
seq92400	7q8.3	(65.8,16.6)
seq92401	18p1.12	(96.0,49.6)
seq92402	6p4.13	(86.2,39.9)
seq92403	10p10.2	(29.6,27.2)
seq92404	13p7.11	(22.0,9.7)
seq92405	18p8.6	(22.4,1.1)
seq92406	1q7.2	(88.6,90.3)
seq92407	6p7.2	(67.1,69.6)
seq92408	8q10.10	(59.0,23.4)
seq92409	9p11.15	(76.5,77.7)
seq92410	18p8.11	(20.7,86.7)
seq92411	11q15.5	(6.4,67.1)
seq92412	21p12.15	(40.3,57.0)
seq92413	19q5.13	(60.3,55.2)
seq92414	5q13.12	(88.2,50.4)
seq92415	16p7.3	(45.0,55.0)
seq92416	12q12.13	(89.5,70.9)
seq92417	3p7.11	(22.9,0.7)
seq92418	10q9.3	(97.5,41.3)
seq92419	6p13.5	(32.7,66.0)
seq92420	8p10.1	(12.1,3.4)
seq92421	17q1.1	(85.4,5.3)
seq92422	15q14.11	(54.3,34.1)
seq92423	15p8.10	(77.8,98.2)
seq92424	8p10.2	(72.6,72.3)
seq92425	16q8.11	(77.9,60.8)
seq92426	10q8.11	(35.5,65.9)
seq92427	9p15.7	(99.5,54.4)
seq92428	22q13.14	(20.0,31.1)
seq92429	18p3.11	(54.3,57.3)
seq92430	7q14.15	(22.7,71.2)
seq92431	4q15.13	(25.7,98.2)
seq92432	21p9.10	(72.8,67.9)
seq92433	22q8.11	(48.4,27.8)
seq92434	14q6.6	(66.2,46.7)
seq92435	22q14.13	(29.3,13.8)
seq92436	14q3.14	(75.7,19.0)
seq92437	4q6.5	(27.4,45.0)
seq92438	17q11.2	(22.9,34.5)
seq92439	9q6.12	(52.1,78.4)
seq92440	12q9.3	(40.2,20.8)
seq92441	3p11.13	(8.4,97.8)
seq92442	10p9.4	(95.6,6.6)
seq92443	1p6.8	(60.4,20.8)
seq92444	13p13.8	(68.7,9.1)
seq92445	19p11.3	(41.9,79.9)
seq92446	14p2.7	(54.1,24.5)
seq92447	14q1.10	(40.4,1.3)
seq92448	7p11.8	(19.0,54.4)
seq92449	18q3.10	(75.2,67.8)
seq92450	17p3.8	(73.4,25.8)
seq92451	12p14.8	(13.0,64.8)
seq92452	21q15.11	(36.4,79.4)
seq92453	6q13.3	(26.1,32.1)
seq92454	6p5.11	(51.6,1.1)
seq92455	11q11.10	(66.0,29.3)
seq92456	17q4.12	(81.6,96.7)
seq92457	10p9.7	(4.6,22.6)
seq92458	17p6.15	(23.3,13.1)
seq92459	21p7.11	(47.0,52.2)
seq92460	4q11.11	(77.5,75.7)
seq92461	21p13.10	(62.6,57.8)
seq92462	2q6.8	(35.3,58.1)
seq92463	10q12.1	(50.6,24.1)
seq92464	12q14.1	(28.4,79.8)
seq92465	10q10.10	(25.4,19.8)
seq92466	1p2.13	(96.6,26.6)
seq92467	12p14.9	(79.9,9.0)
seq92468	17p3.11	(5.5,36.4)
seq92469	8p6.2	(53.8,13.7)
seq92470	13p1.14	(29.7,72.1)
seq92471	9q14.10	(63.6,48.3)
seq92472	13q8.10	(92.7,22.7)
seq92473	9p13.14	(7.9,74.1)
seq92474	7q7.3	(87.0,87.4)
seq92475	19p10.15	(21.8,62.3)
seq92476	4q1.3	(58.0,58.5)
seq92477	9q13.9	(29.2,49.8)
seq92478	8p15.10	(1.2,58.1)
seq92479	9q5.6	(25.9,20.3)
seq92480	12q5.5	(48.6,91.8)
seq92481	3q10.10	(55.7,3.7)
seq92482	13q1.14	(67.7,67.3)
seq92483	18p6.1	(27.9,54.8)
seq92484	18p15.14	(7.4,91.6)
seq92485	1p12.8	(38.8,14.9)
seq92486	12q4.6	(89.5,4.7)
seq92487	11q5.14	(98.9,2.2)
seq92488	2p12.11	(7.2,3.9)
seq92489	18q12.10	(62.1,9.9)
seq92490	12p13.4	(5.8,65.4)
seq92491	3q15.5	(59.5,65.4)
seq92492	7q15.1	(79.7,46.0)
seq92493	14q10.13	(72.1,97.2)
seq92494	2p15.13	(61.0,29.0)
seq92495	22p10.3	(26.3,44.6)
seq92496	14q15.15	(42.7,35.9)
seq92497	6p7.5	(27.0,88.0)
seq92498	5p6.13	(85.5,45.0)
seq92499	9p1.7	(16.2,84.9)
seq92500	2q1.2	(78.6,51.2)
seq92501	11p5.7	(74.3,9.7)
seq92502	18p1.13	(46.7,65.0)
seq92503	11q6.7	(53.4,81.8)
seq92504	7p5.8	(23.1,43.1)
seq92505	10p15.12	(8.4,8.5)
seq92506	22p6.1	(69.1,13.0)
seq92507	17q13.13	(38.0,39.4)
seq92508	19p7.9	(76.1,20.5)
seq92509	22q12.13	(84.6,60.5)
seq92510	19q14.1	(54.1,67.5)
seq92511	20q11.10	(8.8,37.7)
seq92512	3q5.3	(95.5,9.5)
seq92513	20p11.11	(40.5,33.9)
seq92514	1q8.8	(79.7,63.3)
seq92515	8p12.14	(93.5,73.1)
seq92516	9p11.13	(87.1,69.2)
seq92517	17q9.4	(85.5,26.0)
seq92518	5p9.14	(24.6,47.9)
seq92519	18q7.6	(84.0,0.2)
seq92520	21p1.11	(59.7,88.4)
seq92521	11q6.3	(34.8,16.4)
seq92522	12q13.5	(65.6,17.7)
seq92523	1q5.5	(87.1,30.4)
seq92524	6p3.8	(24.2,23.2)
seq92525	7q9.9	(21.3,17.9)
seq92526	9p6.10	(91.4,25.2)
seq92527	22q12.12	(85.0,85.8)
seq92528	13q2.13	(34.8,4.7)
seq92529	11p4.5	(90.9,11.1)
seq92530	4p7.5	(37.5,32.1)
seq92531	20q6.11	(87.9,69.8)
seq92532	14p4.7	(74.6,1.4)
seq92533	6p8.11	(74.6,98.4)
seq92534	15p2.6	(2.8,88.7)
seq92535	14p1.6	(30.1,90.8)
seq92536	11p5.13	(84.9,80.2)
seq92537	20q11.2	(76.8,62.6)
seq92538	22p2.3	(58.7,85.6)
seq92539	12p2.6	(74.3,73.3)
seq92540	5p12.5	(42.9,32.5)
seq92541	6p15.2	(42.6,74.6)
seq92542	7q11.15	(75.4,47.7)
seq92543	14q2.12	(87.8,18.5)
seq92544	4q15.1	(54.2,8.3)
seq92545	6q11.2	(30.6,51.4)
seq92546	6q6.3	(70.0,83.5)
seq92547	5q13.2	(7.8,14.1)
seq92548	8p6.4	(69.9,97.6)
seq92549	22p6.12	(12.3,18.4)
seq92550	1p10.12	(32.0,94.9)
seq92551	2p2.12	(4.0,30.5)
seq92552	17p3.9	(25.1,94.5)
seq92553	2p11.6	(96.4,12.0)
seq92554	9p4.9	(44.4,2.8)
seq92555	2q1.11	(33.2,68.9)
seq92556	18q15.10	(32.7,74.5)
seq92557	13p6.5	(43.9,53.4)
seq92558	17q6.2	(90.6,59.2)
seq92559	4p10.11	(48.4,66.1)
seq92560	19q10.10	(77.2,73.4)
seq92561	3p13.9	(23.2,39.2)
seq92562	20p14.7	(63.9,27.9)
seq92563	2q14.10	(74.5,37.0)
seq92564	12p1.8	(85.8,22.8)
seq92565	18p1.5	(40.4,78.5)
seq92566	13p10.9	(55.9,77.3)
seq92567	9p4.15	(25.0,71.3)
seq92568	20p8.13	(91.2,32.3)
seq92569	6p4.13	(41.2,16.4)
seq92570	11p13.7	(49.1,92.0)
seq92571	14q11.3	(91.8,5.6)
seq92572	14q6.2	(54.4,70.2)
seq92573	12q1.8	(53.2,9.4)
seq92574	16q5.15	(38.9,46.4)
seq92575	7q2.11	(6.2,65.4)
seq92576	16p3.8	(50.8,28.1)
seq92577	1p8.5	(47.5,3.0)
seq92578	8p15.12	(67.5,64.6)
seq92579	5q8.9	(16.1,76.3)
seq92580	6p3.9	(21.4,2.4)
seq92581	2p14.4	(16.7,94.6)
seq92582	21q8.5	(10.2,98.2)
seq92583	7p4.8	(88.1,39.0)
seq92584	9q1.8	(24.6,80.7)
seq92585	22q9.7	(71.9,56.9)
seq92586	5p9.14	(48.4,88.4)
seq92587	10q6.2	(39.1,33.2)
seq92588	19q9.5	(34.3,36.8)
seq92589	12q4.4	(10.5,26.7)
seq92590	20q10.13	(32.7,84.7)
seq92591	1p7.15	(52.0,30.9)
seq92592	9q13.14	(89.5,11.0)
seq92593	12p12.12	(18.7,78.2)
seq92594	4p8.5	(17.0,30.9)
seq92595	5p4.8	(78.9,13.4)
seq92596	4p7.13	(60.5,78.6)
seq92597	21q12.15	(38.9,34.4)
seq92598	2q12.15	(45.4,97.8)
seq92599	11q3.5	(55.7,8.7)
seq92600	10p9.13	(38.2,36.9)
seq92601	21p13.4	(66.9,29.4)
seq92602	5q13.9	(57.2,37.1)
seq92603	1p9.5	(18.2,87.6)
seq92604	11q12.7	(23.3,75.1)
seq92605	9q10.13	(5.6,80.9)
seq92606	5q2.11	(14.0,22.9)
seq92607	5p1.6	(49.6,57.5)
seq92608	1p12.10	(91.1,62.0)
seq92609	10q7.13	(8.1,60.7)
seq92610	15q5.15	(83.8,71.3)
seq92611	15p13.5	(90.9,99.7)
seq92612	6q13.14	(4.2,37.9)
seq92613	3q5.7	(2.1,49.7)
seq92614	13p3.3	(25.5,35.8)
seq92615	10p14.5	(47.2,42.4)
seq92616	6p7.5	(57.6,26.1)
seq92617	11q11.5	(79.2,76.9)
seq92618	1q6.9	(9.4,54.9)
seq92619	14p10.15	(26.6,11.1)
seq92620	22p15.8	(26.6,20.1)
seq92621	15q7.6	(63.8,40.4)
seq92622	16q13.7	(42.3,51.8)
seq92623	16p14.10	(68.8,45.9)
seq92624	12q3.1	(62.6,74.2)
seq92625	9q1.8	(48.6,93.4)
seq92626	9q14.14	(57.4,42.4)
seq92627	21q6.10	(45.2,45.7)
seq92628	20p6.14	(37.2,91.2)
seq92629	11p4.9	(14.5,63.3)
seq92630	11q10.7	(6.7,35.7)
seq92631	2q9.1	(0.5,96.8)
seq92632	21p8.4	(35.7,68.8)
seq92633	1q8.15	(28.0,0.8)
seq92634	6q10.7	(28.3,91.0)
seq92635	15q8.5	(95.4,50.2)
seq92636	17q11.13	(62.7,26.5)
seq92637	7q12.14	(66.4,4.6)
seq92638	17q13.9	(26.1,45.4)
seq92639	17p14.6	(4.6,72.4)
seq92640	18p8.15	(83.7,80.1)
seq92641	11p13.7	(85.3,61.5)
seq92642	9p11.12	(12.4,43.2)
seq92643	3q5.3	(61.7,47.7)
seq92644	4p12.4	(49.8,71.0)
seq92645	12p2.1	(73.8,67.6)
seq92646	17p10.14	(52.6,66.7)
seq92647	11p7.3	(41.4,63.9)
seq92648	12p3.5	(32.5,67.2)
seq92649	20q11.8	(43.9,85.1)
seq92650	6q11.11	(49.7,88.4)
seq92651	12p15.2	(75.3,36.9)
seq92652	4q2.10	(40.4,51.0)
seq92653	19p13.5	(91.4,46.1)
seq92654	17p8.7	(93.2,81.9)
seq92655	16p3.3	(36.5,79.3)
seq92656	10q14.3	(14.2,22.0)
seq92657	3p11.4	(8.5,86.5)
seq92658	7q6.8	(77.8,84.9)
seq92659	21q2.8	(70.7,87.4)
seq92660	22p15.4	(90.1,39.7)
seq92661	8p9.9	(88.8,98.4)
seq92662	11q11.4	(42.1,29.6)
seq92663	5q7.5	(98.2,82.4)
seq92664	11p2.3	(91.5,5.5)
seq92665	18p8.14	(5.0,76.0)
seq92666	5q13.14	(4.7,1.8)
seq92667	22q1.15	(7.6,31.6)
seq92668	10p5.6	(32.0,35.9)
seq92669	9p4.10	(61.4,79.6)
seq92670	10p11.13	(57.2,83.1)
seq92671	13q5.14	(75.6,67.2)
seq92672	19q8.3	(11.4,33.0)
seq92673	18p11.6	(38.1,67.4)
seq92674	22p3.13	(31.1,39.2)
seq92675	1p11.9	(4.3,10.1)
seq92676	6p9.5	(77.3,9.1)
seq92677	6p9.12	(91.0,94.2)
seq92678	1p5.11	(52.1,38.1)
seq92679	11p2.9	(91.8,65.5)
seq92680	18p1.4	(21.4,5.4)
seq92681	1q14.1	(95.6,39.1)
seq92682	9p14.10	(1.0,14.7)
seq92683	12q6.11	(65.0,39.7)
seq92684	9p14.12	(59.6,92.0)
seq92685	22p2.9	(43.8,21.3)
seq92686	8p6.13	(97.0,83.5)
seq92687	16q13.10	(53.5,42.3)
seq92688	9q3.7	(53.2,3.9)
seq92689	3q5.11	(3.1,20.1)
seq92690	6p1.6	(64.2,5.2)
seq92691	3p5.11	(16.4,35.0)
seq92692	15p12.14	(94.6,36.1)
seq92693	21p13.12	(86.2,99.7)
seq92694	17q14.3	(38.2,51.6)
seq92695	10p2.4	(97.4,42.5)
seq92696	12p5.1	(39.0,64.3)
seq92697	15q14.8	(16.7,7.5)
seq92698	7p2.7	(39.9,46.4)
seq92699	12q14.1	(20.8,93.6)
seq92700	8q8.1	(46.2,5.3)
seq92701	20p3.12	(70.0,79.5)
seq92702	9q1.6	(96.9,49.8)
seq92703	18p6.1	(15.0,8.4)
seq92704	12p9.6	(85.6,8.7)
seq92705	8q10.12	(24.7,45.5)
seq92706	4p6.7	(29.8,79.2)
seq92707	5q10.8	(52.8,14.6)
seq92708	10p10.15	(30.5,39.0)
seq92709	12q1.14	(77.6,33.3)
seq92710	10p15.14	(20.4,72.5)
seq92711	13p12.8	(28.2,25.4)
seq92712	10q14.2	(33.6,95.0)
seq92713	12q4.11	(45.3,48.5)
seq92714	22q7.7	(37.5,24.0)
seq92715	20p5.9	(13.4,42.3)
seq92716	2p14.6	(43.4,87.4)
seq92717	20q9.10	(48.7,4.2)
seq92718	9q8.11	(92.6,62.9)
seq92719	9p8.10	(16.3,24.4)
seq92720	22p4.12	(56.7,92.5)
seq92721	14q10.14	(58.0,73.1)
seq92722	14q2.12	(35.7,96.7)
seq92723	5p8.3	(91.1,24.2)
seq92724	12q14.8	(63.3,15.5)
seq92725	9p1.7	(53.4,94.0)
seq92726	19p7.7	(16.2,85.8)
seq92727	3p2.7	(72.8,17.1)
seq92728	17q9.1	(78.1,69.2)
seq92729	1q4.9	(39.8,55.6)
seq92730	2p1.7	(10.1,81.5)
seq92731	10p13.4	(26.4,66.3)
seq92732	4q3.6	(74.6,89.8)
seq92733	10q14.1	(75.0,33.4)
seq92734	13p5.5	(71.1,43.4)
seq92735	10q11.5	(60.9,9.5)
seq92736	8p3.1	(26.0,31.2)
seq92737	21p3.10	(85.5,61.5)
seq92738	3q13.5	(54.8,42.6)
seq92739	17q10.6	(40.8,78.1)
seq92740	3p1.10	(53.3,53.6)
seq92741	17q9.8	(51.6,17.1)
seq92742	3p14.6	(1.8,42.6)
seq92743	18p4.11	(67.0,29.2)
seq92744	6p6.3	(48.8,86.6)
seq92745	20p9.15	(34.4,38.3)
seq92746	5q6.4	(59.4,38.2)
seq92747	6p5.13	(37.8,99.9)
seq92748	6p9.7	(80.4,74.7)
seq92749	22q6.5	(77.7,39.5)
seq92750	14p4.15	(33.6,20.9)
seq92751	2q13.4	(75.2,21.2)
seq92752	11q5.7	(80.4,86.0)
seq92753	21p3.1	(61.1,37.6)
seq92754	12p5.1	(58.9,36.4)
seq92755	20q7.15	(53.7,52.5)
seq92756	21p11.14	(45.0,87.6)
seq92757	10q3.1	(17.5,32.2)
seq92758	22p11.4	(2.5,96.1)
seq92759	8q14.15	(14.6,40.4)
seq92760	14q15.2	(41.8,35.6)
seq92761	12q1.10	(23.5,11.1)
seq92762	4q10.14	(24.8,32.0)
seq92763	8q14.2	(99.7,46.2)
seq92764	2q2.15	(88.3,80.2)
seq92765	22p7.5	(50.2,15.4)
seq92766	2p3.3	(4.4,91.0)
seq92767	6p3.3	(35.7,54.0)
seq92768	17q7.9	(34.3,20.0)
seq92769	14q6.1	(46.4,56.2)
